dates,scores,titles,url
09/04/2018,0.1018894736842105,"Facebook, Twitter: US intelligence could help us more in fighting election interference",https://techcrunch.com/2018/09/04/facebooks-sandberg-sorry-for-election-meddling-but-us-intelligence-could-help-us-more/
09/04/2018,0.10780714285714287,HTC leans on Facebook’s Oculus as it tries to sell a VR subscription product,https://techcrunch.com/2018/09/04/htc-leans-on-facebooks-oculus-as-it-tries-to-sell-a-vr-subscription-product/
09/03/2018,-0.0031448275862068875,"UK media giants call for independent oversight of Facebook, YouTube, Twitter",https://techcrunch.com/2018/09/03/uk-media-giants-call-for-independent-oversight-of-facebook-youtube-twitter/
09/01/2018,-0.16054754098360655,It’s time for Facebook and Twitter to coordinate efforts on hate speech,https://techcrunch.com/2018/09/01/its-time-for-facebook-and-twitter-to-coordinate-a-joint-response-to-hate-speech/
08/29/2018,0.23801111111111106,"Google, Facebook, Twitter chiefs called back to Senate Intelligence Committee",https://techcrunch.com/2018/08/29/google-facebook-twitter-chiefs-called-back-to-senate-intelligence-committee/
08/29/2018,0.37426764705882354,The Atlantic poaches Alex Hardiman from Facebook to lead product,https://techcrunch.com/2018/08/29/the-atlantic-poaches-alex-hardiman-from-facebook-to-lead-product/
08/29/2018,-0.020394117647058826,Facebook has restored the cross-posted tweets that were removed from users’ profiles,https://techcrunch.com/2018/08/29/facebook-has-restored-the-cross-posted-tweets-that-were-removed-from-users-profiles/
08/29/2018,0.2396904761904762,Facebook Watch is launching worldwide,https://techcrunch.com/2018/08/29/facebook-watch-is-launching-worldwide/
08/29/2018,0.16004594594594596,Contraception app Natural Cycles’ Facebook ad banned for being misleading,https://techcrunch.com/2018/08/29/contraception-app-natural-cycles-facebook-ad-banned-for-being-misleading/
08/28/2018,0.03566923076923077,Twitter’s deletion of its Facebook app caused old cross-posts to temporarily disappear,https://techcrunch.com/2018/08/28/facebook-has-removed-all-cross-posted-tweets/
08/28/2018,0.26532,Facebook has committed to using 100% renewable power for global operations by 2020,https://techcrunch.com/2018/08/28/facebook-has-committed-to-using-100-renewable-power-for-global-operations-by-2020/
08/28/2018,0.19105500000000003,Facebook expands its Express Wi-Fi program for developing markets via hardware partnerships,https://techcrunch.com/2018/08/28/facebook-expands-its-express-wi-fi-program-for-developing-markets-via-hardware-partnerships/
08/27/2018,0.22959000000000002,Facebook comms VP Rachel Whetstone is heading to Netflix,https://techcrunch.com/2018/08/27/rachel-whetstone-facebook-netflix/
08/27/2018,-0.08846470588235295,Facebook bans Myanmar military accounts for ‘enabling human rights abuses’,https://techcrunch.com/2018/08/27/facebook-bans-myanmar-military-accounts/
08/24/2018,0.28856249999999994,Facebook and Microsoft briefed state officials on election security efforts today,https://techcrunch.com/2018/08/24/facebook-microsoft-dhs-nass-nased-election-officials/
08/23/2018,0.22930357142857138,Facebook poaches new CMO Antonio Lucio from HP,https://techcrunch.com/2018/08/23/facebook-cmo-antonio-lucio/
